"","cleanseg2019","Freq"
"319","大自然",1
"320","帶來",1
"321","帶有",1
"322","單一",1
"323","導致",1
"324","到字",1
"325","道理",1
"326","得知",1
"327","德國人",1
"328","地理",1
"329","地位",1
"330","地緣",1
"331","電腦程式",1
"332","動作",1
"333","獨特性",1
"334","讀寫",1
"335","段",1
"336","對雪",1
"337","多個",1
"338","多種不同",1
"339","略懂",1
"340","而來",1
"341","耳朵",1
"342","發見",1
"343","發聲",1
"344","法文",1
"345","法學",1
"346","翻譯成",1
"347","反映",1
"348","範疇",1
"349","範例",1
"350","分解",1
"351","分類",1
"352","符號學",1
"353","複雜",1
"354","該國",1
"355","改良",1
"356","概略",1
"357","概念",1
"358","感到",1
"359","感覺",1
"360","高年級",1
"361","高深",1
"362","隔離",1
"363","各國",1
"364","各項",1
"365","根源",1
"366","更好",1
"367","更是",1
"368","狗叫聲",1
"369","古代",1
"370","古今",1
"371","古老",1
"372","古文字",1
"373","故事",1
"374","故用",1
"375","官網",1
"376","關連",1
"377","觀察力",1
"378","廣大",1
"379","規則化",1
"380","歸類",1
"381","國籍",1
"382","國際",1
"383","國手",1
"384","還推",1
"385","還要",1
"386","含義",1
"387","含有",1
"388","寒冷",1
"389","好比",1
"390","好多",1
"391","很酷",1
"392","後人",1
"393","互動",1
"394","化",1
"395","劃分",1
"396","回答",1
"397","彙",1
"398","會話",1
"399","會因",1
"400","機會",1
"401","機制",1
"402","藉",1
"403","幾個",1
"404","加速",1
"405","加以分析",1
"406","價值觀",1
"407","檢視",1
"408","簡介",1
"409","建構",1
"410","漸漸",1
"411","講話",1
"412","教育",1
"413","較大",1
"414","較少",1
"415","皆",1
"416","接受",1
"417","揭秘",1
"418","結晶",1
"419","解",1
"420","解碼",1
"421","今天",1
"422","進步",1
"423","經驗",1
"424","精確度",1
"425","就夠",1
"426","居住",1
"427","侷限於",1
"428","句式",1
"429","句型",1
"430","看見",1
"431","考題",1
"432","科技",1
"433","可稱",1
"434","可怕",1
"435","課本",1
"436","空間",1
"437","口音",1
"438","口語",1
"439","跨",1
"440","來往",1
"441","來自",1
"442","類似",1
"443","類推",1
"444","理論",1
"445","理所當然",1
"446","力",1
"447","利器",1
"448","例子",1
"449","練習",1
"450","兩種",1
"451","領略",1
"452","流變",1
"453","琉球",1
"454","路徑",1
"455","邏輯性",1
"456","毛利語",1
"457","每種",1
"458","美麗",1
"459","美食家",1
"460","門將",1
"461","面向",1
"462","民族",1
"463","明白",1
"464","摸索",1
"465","模型",1
"466","模樣",1
"467","模組化",1
"468","麽",1
"469","莫名其妙",1
"470","難但",1
"471","腦神經",1
"472","內涵",1
"473","內心",1
"474","內在",1
"475","年語",1
"476","女兒",1
"477","歐洲人",1
"478","判斷",1
"479","培訓",1
"480","偏向",1
"481","拼圖",1
"482","拼音",1
"483","品嚐",1
"484","平常",1
"485","前人",1
"486","強調",1
"487","切入",1
"488","勤苦",1
"489","情感",1
"490","情意",1
"491","去年",1
"492","全貌",1
"493","全面",1
"494","全人類",1
"495","卻",1
"496","群體",1
"497","熱愛",1
"498","人工",1
"499","人工智慧",1
"500","人講",1
"501","人們",1
"502","人能",1
"503","人士",1
"504","人則",1
"505","認知",1
"506","日本",1
"507","日文",1
"508","如果說",1
"509","入選國",1
"510","珊瑚",1
"511","上課",1
"512","燒腦",1
"513","少見",1
"514","舌",1
"515","社會學",1
"516","身處",1
"517","深入",1
"518","深入探討",1
"519","深入研究",1
"520","甚",1
"521","神祕",1
"522","神奇",1
"523","生成",1
"524","生存環境",1
"525","生物",1
"526","史地",1
"527","似乎",1
"528","事物",1
"529","是否",1
"530","試試看",1
"531","手選",1
"532","熟悉",1
"533","雙語",1
"534","思考力",1
"535","思維",1
"536","思想",1
"537","素養",1
"538","算是",1
"539","隨便",1
"540","所中",1
"541","台灣",1
"542","太",1
"543","套用",1
"544","特別",1
"545","特人",1
"546","特色",1
"547","特有",1
"548","特徵",1
"549","提供",1
"550","體現",1
"551","天氣",1
"552","挑戰",1
"553","聽",1
"554","聽說讀寫",1
"555","同中有異",1
"556","途徑",1
"557","圖像",1
"558","圖形",1
"559","推進",1
"560","推論",1
"561","推敲",1
"562","推演",1
"563","汪汪",1
"564","汪洋",1
"565","偉大",1
"566","未來",1
"567","位置",1
"568","文",1
"569","文化背景",1
"570","文獻",1
"571","文學",1
"572","文則",1
"573","問題",1
"574","無",1
"575","無數",1
"576","物種",1
"577","希伯來文",1
"578","習得",1
"579","習以",1
"580","喜愛",1
"581","系統化",1
"582","細微",1
"583","細心",1
"584","細緻",1
"585","息息相關",1
"586","現實生活",1
"587","現行",1
"588","線索",1
"589","相當",1
"590","相似",1
"591","想要",1
"592","象形文字",1
"593","象徵",1
"594","項目",1
"595","小",1
"596","小船",1
"597","小學",1
"598","心理",1
"599","心情",1
"600","心意",1
"601","心有靈犀",1
"602","新",1
"603","信心",1
"604","形容",1
"605","形塑",1
"606","幸運",1
"607","性",1
"608","性質",1
"609","興奮不已",1
"610","修過",1
"611","須要",1
"612","需",1
"613","需強",1
"614","許多種",1
"615","學到",1
"616","學來",1
"617","訓練",1
"618","訓營",1
"619","雅",1
"620","研究所",1
"621","嚴謹",1
"622","演變成",1
"623","演化",1
"624","樣貌",1
"625","要求",1
"626","一部分",1
"627","一次",1
"628","一概",1
"629","一環",1
"630","一艘",1
"631","一塌糊塗",1
"632","一無所知",1
"633","一想",1
"634","一知半解",1
"635","依然",1
"636","已知",1
"637","以該",1
"638","亦",1
"639","異曲同工",1
"640","異中",1
"641","意涵",1
"642","譯",1
"643","因紐",1
"644","音韻學",1
"645","隱藏",1
"646","英文字",1
"647","嬰兒",1
"648","應",1
"649","影片",1
"650","用以",1
"651","用意",1
"652","用於",1
"653","由來",1
"654","有時",1
"655","有時候",1
"656","語奧",1
"657","語句",1
"658","語氣",1
"659","語文學",1
"660","語言所",1
"661","語源",1
"662","元",1
"663","源頭",1
"664","運作",1
"665","蘊藏",1
"666","蘊含",1
"667","再",1
"668","在家",1
"669","在生活上",1
"670","造就",1
"671","則是",1
"672","增加",1
"673","展現出",1
"674","占有",1
"675","長時間",1
"676","掌握",1
"677","找尋",1
"678","哲學",1
"679","這門",1
"680","這套",1
"681","這題",1
"682","這項",1
"683","這種",1
"684","整",1
"685","整個",1
"686","正給",1
"687","正是",1
"688","之美",1
"689","值得",1
"690","只將",1
"691","只能",1
"692","至今",1
"693","中國",1
"694","中所",1
"695","中英文",1
"696","種類",1
"697","種族",1
"698","重點",1
"699","周遭",1
"700","逐漸",1
"701","主題",1
"702","注意",1
"703","抓住",1
"704","狀聲",1
"705","狀態",1
"706","追溯",1
"707","資訊",1
"708","字彙",1
"709","字謎",1
"710","字義",1
"711","自我",1
"712","自我感覺",1
"713","走到",1
"714","祖先",1
"715","最佳",1
"716","最能",1
"717","最早",1
"718","ㄩ",1
