"","cleanseg2016","Freq"
"147","利用",2
"148","脈絡",2
"149","媒介",2
"150","每天",2
"151","每種",2
"152","民族",2
"153","名詞",2
"154","陌生",2
"155","目標",2
"156","那種",2
"157","起源",2
"158","人們",2
"159","深入",2
"160","時期",2
"161","世界",2
"162","試圖",2
"163","屬於",2
"164","數學",2
"165","思維",2
"166","塔",2
"167","特質",2
"168","同一個",2
"169","無所不在",2
"170","限於",2
"171","現今",2
"172","相關",2
"173","相似",2
"174","相異",2
"175","想",2
"176","想要",2
"177","需",2
"178","延伸",2
"179","一些",2
"180","意思",2
"181","藝術",2
"182","印歐語",2
"183","英文",2
"184","影響",2
"185","有所",2
"186","有著",2
"187","語文",2
"188","語義",2
"189","運用",2
"190","整理",2
"191","制度",2
"192","中文",2
"193","中有",2
"194","重建",2
"195","重要",2
"196","諸多",2
"197","主要",2
"198","自我",2
"199","2014",1
"200","6000",1
"201","阿拉伯文",1
"202","奧林匹亞",1
"203","奧秘",1
"204","奧妙",1
"205","巴別",1
"206","保存",1
"207","保護",1
"208","保留",1
"209","抱持",1
"210","背後",1
"211","比較",1
"212","便是",1
"213","辨識",1
"214","變",1
"215","變化多端",1
"216","標準",1
"217","表達",1
"218","表單",1
"219","表現",1
"220","並可",1
"221","並與",1
"222","博大精深",1
"223","不斷創新",1
"224","不敢",1
"225","不可",1
"226","不太",1
"227","藏",1
"228","曾經",1
"229","差別",1
"230","拆解",1
"231","產物",1
"232","常會",1
"233","嘗試",1
"234","潮流",1
"235","成就",1
"236","程式",1
"237","充滿",1
"238","充實",1
"239","抽象化",1
"240","出該",1
"241","處",1
"242","處理",1
"243","傳遞",1
"244","詞法",1
"245","詞性",1
"246","辭義",1
"247","存在",1
"248","達成",1
"249","達到",1
"250","大部分",1
"251","代表",1
"252","單元",1
"253","單字",1
"254","擔任",1
"255","當代",1
"256","當時",1
"257","得以",1
"258","德文",1
"259","地方",1
"260","第一次",1
"261","奠定",1
"262","定義",1
"263","東西",1
"264","懂",1
"265","動詞",1
"266","動腦",1
"267","獨特性",1
"268","讀",1
"269","短",1
"270","短語",1
"271","對應",1
"272","多種語言",1
"273","俄",1
"274","而生",1
"275","发展",1
"276","發掘",1
"277","法",1
"278","反",1
"279","反映",1
"280","方便",1
"281","非",1
"282","非深",1
"283","分辨",1
"284","分類",1
"285","分歧",1
"286","風俗",1
"287","複雜",1
"288","改變",1
"289","概括",1
"290","概念",1
"291","感性",1
"292","高中生",1
"293","各類",1
"294","各式各樣",1
"295","根基",1
"296","跟讀",1
"297","工時",1
"298","功能",1
"299","共通性",1
"300","共同",1
"301","構成",1
"302","構句",1
"303","古到",1
"304","古文",1
"305","古希臘",1
"306","關係密切",1
"307","觀點",1
"308","管理",1
"309","廣泛",1
"310","國際",1
"311","國家",1
"312","國語",1
"313","過程",1
"314","過的",1
"315","過去",1
"316","過是",1
"317","還能",1
"318","涵",1
"319","涵概",1
"320","韓文",1
"321","漢字",1
"322","好幾個",1
"323","好奇心",1
"324","合作",1
"325","核心",1
"326","很多很多",1
"327","很感興趣",1
"328","宏觀",1
"329","洪流",1
"330","互動",1
"331","化",1
"332","話",1
"333","話語",1
"334","劃分",1
"335","活動",1
"336","積淀",1
"337","極富",1
"338","集中",1
"339","幾種",1
"340","加以分析",1
"341","甲骨文",1
"342","架構",1
"343","兼具",1
"344","見證",1
"345","建構",1
"346","漸趨",1
"347","教學",1
"348","較大",1
"349","結合",1
"350","解讀",1
"351","解密",1
"352","解鎖",1
"353","今",1
"354","僅是",1
"355","進步",1
"356","進行",1
"357","經過訓練",1
"358","經史子集",1
"359","經由",1
"360","精通",1
"361","句法結構",1
"362","具",1
"363","決定",1
"364","均衡",1
"365","看不懂",1
"366","看出",1
"367","可分",1
"368","可畫成",1
"369","可應",1
"370","課",1
"371","課程",1
"372","課堂",1
"373","跨",1
"374","跨越",1
"375","窺探",1
"376","來說",1
"377","老師",1
"378","類似",1
"379","裡",1
"380","裡頭",1
"381","利器",1
"382","連結",1
"383","連通",1
"384","兩種",1
"385","暸解",1
"386","零散",1
"387","靈魂",1
"388","密切相關",1
"389","面向",1
"390","閩南語",1
"391","模式",1
"392","目的",1
"393","那裡",1
"394","南轅北轍",1
"395","腦部",1
"396","腦袋",1
"397","內涵",1
"398","內間",1
"399","內容",1
"400","能夠",1
"401","年",1
"402","龐大",1
"403","偏向",1
"404","拼出",1
"405","拼圖遊戲",1
"406","破解",1
"407","葡萄牙",1
"408","企圖",1
"409","潛移默化",1
"410","潛在",1
"411","淺",1
"412","強大",1
"413","清晰",1
"414","情感",1
"415","屈折語",1
"416","取",1
"417","去將",1
"418","趣味無窮",1
"419","全面",1
"420","詮釋",1
"421","卻",1
"422","群體",1
"423","熱情",1
"424","人类",1
"425","人類學",1
"426","人文",1
"427","認同",1
"428","認知",1
"429","日常生活",1
"430","日文",1
"431","喪失",1
"432","擅長",1
"433","上述",1
"434","尚有",1
"435","稍",1
"436","稍稍",1
"437","少許",1
"438","社會學",1
"439","深層",1
"440","深切",1
"441","神經",1
"442","神秘",1
"443","生理",1
"444","生命",1
"445","生物",1
"446","生物學",1
"447","聲調",1
"448","失傳",1
"449","十分",1
"450","石碑",1
"451","時才",1
"452","實在",1
"453","實質",1
"454","使",1
"455","事實上",1
"456","是不是",1
"457","是羅賽",1
"458","手機",1
"459","首字",1
"460","書本",1
"461","數多",1
"462","數據",1
"463","樹",1
"464","說出",1
"465","搜集",1
"466","算是",1
"467","隨之",1
"468","所知",1
"469","台灣",1
"470","特別注意",1
"471","特性",1
"472","特徵",1
"473","提供",1
"474","天分",1
"475","填寫",1
"476","聽過",1
"477","通常",1
"478","同學",1
"479","同一",1
"480","統一",1
"481","透徹",1
"482","圖像",1
"483","圖形",1
"484","推測",1
"485","推出",1
"486","推估",1
"487","推理",1
"488","外國語文",1
"489","外語",1
"490","完",1
"491","完整",1
"492","尾",1
"493","未",1
"494","未來",1
"495","未知",1
"496","位置",1
"497","文化交流",1
"498","文明",1
"499","文學",1
"500","文則",1
"501","我會",1
"502","物理學",1
"503","系統化",1
"504","細節",1
"505","西班牙",1
"506","息息相關",1
"507","下",1
"508","現代科學",1
"509","現象",1
"510","相當",1
"511","想像",1
"512","消失",1
"513","小學",1
"514","些微",1
"515","寫",1
"516","心理學",1
"517","新興",1
"518","形式",1
"519","形態學",1
"520","型態",1
"521","須要",1
"522","需求",1
"523","選手",1
"524","學過",1
"525","學會",1
"526","學校",1
"527","學則",1
"528","尋覓",1
"529","尋找",1
"530","押韻",1
"531","延续",1
"532","研究課題",1
"533","研究所",1
"534","嚴謹",1
"535","衍生",1
"536","演变",1
"537","演進",1
"538","一輩子",1
"539","一場",1
"540","一點",1
"541","一定",1
"542","一段",1
"543","一個個",1
"544","一句",1
"545","一面",1
"546","一套",1
"547","一位",1
"548","已知",1
"549","以示",1
"550","亦將",1
"551","意涵",1
"552","義大利",1
"553","音律",1
"554","音學",1
"555","擁有",1
"556","用法",1
"557","用來",1
"558","用學",1
"559","用於",1
"560","用語",1
"561","優秀",1
"562","由來",1
"563","有點",1
"564","有點像",1
"565","有極",1
"566","有如",1
"567","语言学",1
"568","與生俱來",1
"569","語",1
"570","語句",1
"571","語料",1
"572","語言表達",1
"573","語言學家",1
"574","語義學",1
"575","語用",1
"576","原理",1
"577","遠古",1
"578","約略",1
"579","越學越",1
"580","暫無",1
"581","造字",1
"582","則有",1
"583","長時間",1
"584","掌握",1
"585","找",1
"586","哲學",1
"587","這項",1
"588","真正",1
"589","证明",1
"590","證據",1
"591","之前",1
"592","值得",1
"593","只",1
"594","指",1
"595","志",1
"596","智庫",1
"597","智力測驗",1
"598","中國",1
"599","中經",1
"600","中心",1
"601","種",1
"602","眾的",1
"603","諸",1
"604","逐漸",1
"605","主詞",1
"606","專書",1
"607","專業",1
"608","轉變",1
"609","卓越",1
"610","資料",1
"611","資優班",1
"612","字",1
"613","字詞",1
"614","字句",1
"615","自稱",1
"616","族群",1
"617","阻礙",1
"618","組合",1
"619","組織",1
"620","組裝",1
"621","最好",1
"622","最佳",1
"623","作用",1
"624","做",1
