"","cleanseg2018","Freq"
"173","生物",2
"174","時間",2
"175","事實上",2
"176","數學",2
"177","說話",2
"178","探究",2
"179","探索",2
"180","特別",2
"181","貼近",2
"182","同一個",2
"183","統整",2
"184","推測",2
"185","推敲",2
"186","外國",2
"187","外語",2
"188","完全",2
"189","問題",2
"190","系統",2
"191","現代",2
"192","現象",2
"193","相當",2
"194","相關",2
"195","想法",2
"196","形狀",2
"197","性質",2
"198","演進",2
"199","一件",2
"200","一套",2
"201","以來",2
"202","音韻",2
"203","應用",2
"204","擁有",2
"205","用來",2
"206","尤其",2
"207","語奧",2
"208","語感",2
"209","語文",2
"210","語系",2
"211","語言文字",2
"212","語意",2
"213","語音學",2
"214","源頭",2
"215","閱讀",2
"216","運作",2
"217","找出",2
"218","這次",2
"219","中文",2
"220","專業",2
"221","族群",2
"222","最",2
"223","54443243066270483",1
"224","安排",1
"225","奧林匹亞",1
"226","奧妙",1
"227","奧妙無窮",1
"228","巴別",1
"229","幫助",1
"230","抱",1
"231","背景",1
"232","背誦",1
"233","本能",1
"234","比對",1
"235","彼此間",1
"236","必先利其器",1
"237","編織",1
"238","表答",1
"239","表示",1
"240","表象",1
"241","並使",1
"242","並未",1
"243","並行",1
"244","博士",1
"245","不到",1
"246","不乏",1
"247","不敢",1
"248","不理",1
"249","不論是",1
"250","不明",1
"251","不深",1
"252","不甚瞭解",1
"253","不熟",1
"254","不算",1
"255","不太",1
"256","不為",1
"257","不文",1
"258","部分",1
"259","部件",1
"260","猜出",1
"261","曾",1
"262","曾經",1
"263","層次",1
"264","差異",1
"265","成功",1
"266","成就感",1
"267","成因",1
"268","吃",1
"269","充滿",1
"270","出得",1
"271","初步",1
"272","初學",1
"273","處理",1
"274","揣摩",1
"275","穿越時空",1
"276","傳達",1
"277","創意",1
"278","詞法",1
"279","詞根",1
"280","詞義",1
"281","次",1
"282","大量",1
"283","大眾",1
"284","代表",1
"285","單詞",1
"286","單複數",1
"287","彈性",1
"288","當時",1
"289","當用",1
"290","得心應手",1
"291","德文",1
"292","地方",1
"293","地理位置",1
"294","的點",1
"295","第一步",1
"296","定理",1
"297","動物",1
"298","獨立",1
"299","獨特",1
"300","讀音",1
"301","對話",1
"302","對應",1
"303","多方面",1
"304","多語",1
"305","多元",1
"306","略知一二",1
"307","而能",1
"308","二至",1
"309","發掘",1
"310","發覺",1
"311","發生",1
"312","發源",1
"313","發展史",1
"314","凡是",1
"315","反映",1
"316","範疇",1
"317","方便",1
"318","方面",1
"319","方言",1
"320","非",1
"321","廢話",1
"322","分類",1
"323","分立",1
"324","風格",1
"325","符號",1
"326","付出",1
"327","複雜",1
"328","該種",1
"329","高等",1
"330","高度",1
"331","高一",1
"332","高中",1
"333","告訴",1
"334","革新",1
"335","各地",1
"336","給予",1
"337","亙古",1
"338","工欲善其事",1
"339","公式",1
"340","共通點",1
"341","溝通交流",1
"342","構成",1
"343","古代",1
"344","故事",1
"345","關連",1
"346","關心",1
"347","管道",1
"348","廣大",1
"349","廣度",1
"350","規律",1
"351","歸類",1
"352","還蠻",1
"353","韓語",1
"354","很棒",1
"355","很美",1
"356","互動",1
"357","互助",1
"358","化為",1
"359","化作",1
"360","環環相扣",1
"361","環境",1
"362","黃金",1
"363","恢復",1
"364","極富",1
"365","極高",1
"366","幾次",1
"367","加",1
"368","加以分析",1
"369","艱難",1
"370","簡潔",1
"371","見識",1
"372","見文",1
"373","健全",1
"374","講同",1
"375","交大",1
"376","交談",1
"377","角落",1
"378","結合",1
"379","結晶",1
"380","解讀",1
"381","解決",1
"382","解開",1
"383","解謎",1
"384","解題",1
"385","解析",1
"386","進步",1
"387","進一步",1
"388","精神",1
"389","精緻",1
"390","境界",1
"391","競賽",1
"392","就會用",1
"393","舉例來說",1
"394","句法",1
"395","句型",1
"396","句子",1
"397","具",1
"398","具備",1
"399","具體",1
"400","具有",1
"401","開發",1
"402","開放式",1
"403","開使",1
"404","看待",1
"405","看到",1
"406","看似",1
"407","考古題",1
"408","考完",1
"409","科目",1
"410","可一",1
"411","課",1
"412","課程",1
"413","口氣",1
"414","口說",1
"415","口音",1
"416","窺",1
"417","困難",1
"418","擴充",1
"419","來源",1
"420","樂趣",1
"421","類別",1
"422","冷僻",1
"423","理解力",1
"424","理路",1
"425","理性",1
"426","裡",1
"427","裡面",1
"428","裏頭",1
"429","歷程",1
"430","連接詞",1
"431","聯",1
"432","令人",1
"433","流通",1
"434","留下",1
"435","邏輯思維",1
"436","脈動",1
"437","每個",1
"438","美",1
"439","密不可分",1
"440","名句",1
"441","明明",1
"442","模式",1
"443","某種",1
"444","母語",1
"445","木板",1
"446","木條",1
"447","目標",1
"448","拿來",1
"449","難",1
"450","囊括",1
"451","念",1
"452","弄清楚",1
"453","女主角",1
"454","排列",1
"455","排列組合",1
"456","碰過",1
"457","片中",1
"458","拼圖",1
"459","平常",1
"460","頗析",1
"461","破碎",1
"462","期",1
"463","奇妙",1
"464","起源",1
"465","千百年來",1
"466","前",1
"467","前人",1
"468","淺見",1
"469","強大",1
"470","親疏",1
"471","清晰",1
"472","輕鬆",1
"473","情感",1
"474","求學",1
"475","全部",1
"476","缺口",1
"477","缺少",1
"478","卻",1
"479","熱忱",1
"480","熱情",1
"481","人類學",1
"482","人文",1
"483","認真",1
"484","日常",1
"485","日常生活",1
"486","日新月異",1
"487","融合",1
"488","如同",1
"489","入境",1
"490","若人",1
"491","三國",1
"492","三歲",1
"493","上古",1
"494","上能",1
"495","尚需",1
"496","少見",1
"497","少數",1
"498","社會性",1
"499","社會學",1
"500","深厚",1
"501","深思",1
"502","神祕",1
"503","神奇",1
"504","生存",1
"505","生命",1
"506","時代",1
"507","時代背景",1
"508","時能",1
"509","時態變化",1
"510","時要",1
"511","實際",1
"512","實際上",1
"513","世界各地",1
"514","似乎",1
"515","事",1
"516","事情",1
"517","是給",1
"518","試著",1
"519","受詞",1
"520","獸性",1
"521","暑假",1
"522","數學公式",1
"523","數字",1
"524","雙語學校",1
"525","順序",1
"526","說理",1
"527","說文",1
"528","思路",1
"529","思想",1
"530","死背",1
"531","四根",1
"532","算是",1
"533","所有",1
"534","塔",1
"535","台灣",1
"536","太",1
"537","討論",1
"538","特徵",1
"539","提到",1
"540","提升",1
"541","題目",1
"542","體系",1
"543","挑戰性",1
"544","條件",1
"545","跳得",1
"546","聽不懂",1
"547","聽及",1
"548","通常",1
"549","同步",1
"550","同一",1
"551","頭腦",1
"552","突出",1
"553","圖畫",1
"554","圖像",1
"555","推導",1
"556","推斷",1
"557","推廣",1
"558","推演",1
"559","挖掘",1
"560","外文",1
"561","未曾",1
"562","文本",1
"563","文化背景",1
"564","文明",1
"565","文學",1
"566","我想",1
"567","屋子",1
"568","無形",1
"569","五歲",1
"570","物體",1
"571","物質",1
"572","物種",1
"573","習得",1
"574","系統化",1
"575","西班牙文",1
"576","下能",1
"577","先",1
"578","顯現",1
"579","現化",1
"580","現今",1
"581","現有",1
"582","線索",1
"583","相",1
"584","相關性",1
"585","相通",1
"586","相同",1
"587","享受",1
"588","想像力",1
"589","想要",1
"590","小孩",1
"591","小遊戲",1
"592","寫得書",1
"593","星",1
"594","形成",1
"595","形式",1
"596","修辭",1
"597","修飾詞",1
"598","選修",1
"599","學",1
"600","學好",1
"601","學了",1
"602","學門",1
"603","學是",1
"604","學無止境",1
"605","學校",1
"606","訓詁",1
"607","演化",1
"608","演化出",1
"609","養成",1
"610","要花",1
"611","要學",1
"612","野獸",1
"613","一般見識",1
"614","一本",1
"615","一部分",1
"616","一點",1
"617","一昧",1
"618","一片",1
"619","一剎那",1
"620","一時",1
"621","一探",1
"622","一張",1
"623","以此",1
"624","以有",1
"625","亦",1
"626","異",1
"627","藝術",1
"628","音",1
"629","音系學",1
"630","音義",1
"631","應該",1
"632","營",1
"633","用處",1
"634","用法",1
"635","用學",1
"636","優美",1
"637","優雅",1
"638","有觸",1
"639","有點",1
"640","有力",1
"641","有時",1
"642","有所",1
"643","有所不同",1
"644","有心",1
"645","有學過",1
"646","有意思",1
"647","有用",1
"648","有著",1
"649","愉悅",1
"650","語",1
"651","語法結構",1
"652","語法學",1
"653","語彙",1
"654","語文學",1
"655","語言所",1
"656","語義",1
"657","語義學",1
"658","原理",1
"659","原意",1
"660","遠古",1
"661","蘊藏",1
"662","再",1
"663","在於",1
"664","造詣",1
"665","增廣",1
"666","增進",1
"667","掌握",1
"668","這部",1
"669","這是",1
"670","這種",1
"671","著極",1
"672","著自",1
"673","真章",1
"674","真正",1
"675","針對",1
"676","整合",1
"677","知道",1
"678","直覺",1
"679","只能",1
"680","至今",1
"681","智慧",1
"682","智慧結晶",1
"683","智能",1
"684","中試",1
"685","種以",1
"686","重新",1
"687","重要",1
"688","諸如",1
"689","諸如此類",1
"690","主詞",1
"691","主流",1
"692","注重",1
"693","專業科目",1
"694","狀況",1
"695","追本溯源",1
"696","追朔",1
"697","資本",1
"698","資訊",1
"699","字根",1
"700","字彙",1
"701","字面上",1
"702","字意",1
"703","字義",1
"704","自古以來",1
"705","自認",1
"706","自小",1
"707","總稱",1
"708","總是",1
"709","鑽研",1
"710","最高",1
"711","最終",1
"712","遵循",1
"713","作業",1
"714","坐上去",1
"715","做",1
"716","做過",1
"717","ㄧ",1
