"","cleanseg2018","Freq"
"175","源頭",2
"176","演進",2
"177","特別",2
"178","現代",2
"179","現象",2
"180","生物",2
"181","產生",2
"182","用來",2
"183","略懂",2
"184","發現",2
"185","發音",2
"186","皆",2
"187","相當",2
"188","相關",2
"189","科學研究",2
"190","科技",2
"191","稱為",2
"192","簡單",2
"193","系統",2
"194","紀錄",2
"195","統整",2
"196","而成",2
"197","背後",2
"198","脈絡",2
"199","觀察",2
"200","解剖",2
"201","解決問題",2
"202","詞彙",2
"203","語奧",2
"204","語意",2
"205","語感",2
"206","語文",2
"207","語系",2
"208","語言文字",2
"209","語音學",2
"210","說話",2
"211","謎題",2
"212","貼近",2
"213","這次",2
"214","連結",2
"215","運作",2
"216","還能",2
"217","邏輯性",2
"218","閱讀",2
"219","關聯性",2
"220","電影",2
"221","音韻",2
"222","領域",2
"223","54443243066270483",1
"224","ㄧ",1
"225","一剎那",1
"226","一張",1
"227","一探",1
"228","一昧",1
"229","一時",1
"230","一本",1
"231","一片",1
"232","一般見識",1
"233","一部分",1
"234","一點",1
"235","三國",1
"236","三歲",1
"237","上古",1
"238","上能",1
"239","下能",1
"240","不乏",1
"241","不到",1
"242","不太",1
"243","不敢",1
"244","不文",1
"245","不明",1
"246","不深",1
"247","不為",1
"248","不熟",1
"249","不理",1
"250","不甚瞭解",1
"251","不算",1
"252","不論是",1
"253","世界各地",1
"254","並使",1
"255","並未",1
"256","並行",1
"257","中試",1
"258","主流",1
"259","主詞",1
"260","事",1
"261","事情",1
"262","二至",1
"263","互助",1
"264","互動",1
"265","五歲",1
"266","亙古",1
"267","交大",1
"268","交談",1
"269","亦",1
"270","享受",1
"271","人文",1
"272","人類學",1
"273","付出",1
"274","代表",1
"275","令人",1
"276","以有",1
"277","以此",1
"278","似乎",1
"279","作業",1
"280","來源",1
"281","修辭",1
"282","修飾詞",1
"283","做",1
"284","做過",1
"285","健全",1
"286","傳達",1
"287","優美",1
"288","優雅",1
"289","充滿",1
"290","先",1
"291","入境",1
"292","全部",1
"293","公式",1
"294","共通點",1
"295","具",1
"296","具備",1
"297","具有",1
"298","具體",1
"299","再",1
"300","冷僻",1
"301","凡是",1
"302","出得",1
"303","分立",1
"304","分類",1
"305","初學",1
"306","初步",1
"307","前",1
"308","前人",1
"309","創意",1
"310","加",1
"311","加以分析",1
"312","動物",1
"313","化作",1
"314","化為",1
"315","千百年來",1
"316","博士",1
"317","卻",1
"318","原意",1
"319","原理",1
"320","反映",1
"321","受詞",1
"322","口氣",1
"323","口說",1
"324","口音",1
"325","古代",1
"326","句型",1
"327","句子",1
"328","句法",1
"329","只能",1
"330","可一",1
"331","台灣",1
"332","吃",1
"333","各地",1
"334","同一",1
"335","同步",1
"336","名句",1
"337","告訴",1
"338","單複數",1
"339","單詞",1
"340","囊括",1
"341","四根",1
"342","困難",1
"343","圖像",1
"344","圖畫",1
"345","在於",1
"346","地方",1
"347","地理位置",1
"348","坐上去",1
"349","塔",1
"350","境界",1
"351","增廣",1
"352","增進",1
"353","外文",1
"354","多元",1
"355","多方面",1
"356","多語",1
"357","大眾",1
"358","大量",1
"359","太",1
"360","奇妙",1
"361","奧妙",1
"362","奧妙無窮",1
"363","奧林匹亞",1
"364","女主角",1
"365","如同",1
"366","字彙",1
"367","字意",1
"368","字根",1
"369","字義",1
"370","字面上",1
"371","學",1
"372","學了",1
"373","學好",1
"374","學是",1
"375","學校",1
"376","學無止境",1
"377","學門",1
"378","安排",1
"379","定理",1
"380","密不可分",1
"381","實際",1
"382","實際上",1
"383","寫得書",1
"384","專業科目",1
"385","對應",1
"386","對話",1
"387","小孩",1
"388","小遊戲",1
"389","少數",1
"390","少見",1
"391","尚需",1
"392","就會用",1
"393","屋子",1
"394","層次",1
"395","工欲善其事",1
"396","差異",1
"397","巴別",1
"398","幫助",1
"399","平常",1
"400","幾次",1
"401","廢話",1
"402","廣大",1
"403","廣度",1
"404","弄清楚",1
"405","強大",1
"406","彈性",1
"407","形式",1
"408","形成",1
"409","彼此間",1
"410","很棒",1
"411","很美",1
"412","得心應手",1
"413","德文",1
"414","必先利其器",1
"415","念",1
"416","思想",1
"417","思路",1
"418","恢復",1
"419","情感",1
"420","想像力",1
"421","想要",1
"422","愉悅",1
"423","應該",1
"424","成功",1
"425","成因",1
"426","成就感",1
"427","我想",1
"428","所有",1
"429","抱",1
"430","拼圖",1
"431","拿來",1
"432","挑戰性",1
"433","挖掘",1
"434","掌握",1
"435","排列",1
"436","排列組合",1
"437","推導",1
"438","推廣",1
"439","推斷",1
"440","推演",1
"441","提到",1
"442","提升",1
"443","揣摩",1
"444","擴充",1
"445","故事",1
"446","整合",1
"447","數字",1
"448","數學公式",1
"449","文化背景",1
"450","文學",1
"451","文明",1
"452","文本",1
"453","方便",1
"454","方言",1
"455","方面",1
"456","日常",1
"457","日常生活",1
"458","日新月異",1
"459","明明",1
"460","星",1
"461","是給",1
"462","時代",1
"463","時代背景",1
"464","時態變化",1
"465","時能",1
"466","時要",1
"467","智慧",1
"468","智慧結晶",1
"469","智能",1
"470","暑假",1
"471","曾",1
"472","曾經",1
"473","最終",1
"474","最高",1
"475","有力",1
"476","有學過",1
"477","有心",1
"478","有意思",1
"479","有所",1
"480","有所不同",1
"481","有時",1
"482","有用",1
"483","有著",1
"484","有觸",1
"485","有點",1
"486","期",1
"487","木板",1
"488","木條",1
"489","未曾",1
"490","本能",1
"491","某種",1
"492","條件",1
"493","極富",1
"494","極高",1
"495","構成",1
"496","樂趣",1
"497","模式",1
"498","次",1
"499","歷程",1
"500","歸類",1
"501","死背",1
"502","母語",1
"503","每個",1
"504","比對",1
"505","求學",1
"506","注重",1
"507","流通",1
"508","深厚",1
"509","深思",1
"510","淺見",1
"511","清晰",1
"512","溝通交流",1
"513","演化",1
"514","演化出",1
"515","無形",1
"516","熱忱",1
"517","熱情",1
"518","營",1
"519","片中",1
"520","物種",1
"521","物質",1
"522","物體",1
"523","特徵",1
"524","狀況",1
"525","猜出",1
"526","獨特",1
"527","獨立",1
"528","獸性",1
"529","現今",1
"530","現化",1
"531","現有",1
"532","理性",1
"533","理解力",1
"534","理路",1
"535","環境",1
"536","環環相扣",1
"537","生命",1
"538","生存",1
"539","用學",1
"540","用法",1
"541","用處",1
"542","留下",1
"543","略知一二",1
"544","異",1
"545","當時",1
"546","當用",1
"547","發展史",1
"548","發掘",1
"549","發源",1
"550","發生",1
"551","發覺",1
"552","的點",1
"553","目標",1
"554","直覺",1
"555","相",1
"556","相同",1
"557","相通",1
"558","相關性",1
"559","看似",1
"560","看到",1
"561","看待",1
"562","真正",1
"563","真章",1
"564","知道",1
"565","破碎",1
"566","碰過",1
"567","社會學",1
"568","社會性",1
"569","神奇",1
"570","神祕",1
"571","科目",1
"572","種以",1
"573","穿越時空",1
"574","突出",1
"575","窺",1
"576","競賽",1
"577","符號",1
"578","第一步",1
"579","算是",1
"580","管道",1
"581","範疇",1
"582","簡潔",1
"583","精神",1
"584","精緻",1
"585","系統化",1
"586","結合",1
"587","結晶",1
"588","給予",1
"589","線索",1
"590","編織",1
"591","總是",1
"592","總稱",1
"593","缺口",1
"594","缺少",1
"595","美",1
"596","習得",1
"597","考古題",1
"598","考完",1
"599","而能",1
"600","聯",1
"601","聽不懂",1
"602","聽及",1
"603","背景",1
"604","背誦",1
"605","脈動",1
"606","自古以來",1
"607","自小",1
"608","自認",1
"609","至今",1
"610","舉例來說",1
"611","艱難",1
"612","若人",1
"613","著極",1
"614","著自",1
"615","藝術",1
"616","蘊藏",1
"617","處理",1
"618","融合",1
"619","表示",1
"620","表答",1
"621","表象",1
"622","裏頭",1
"623","裡",1
"624","裡面",1
"625","複雜",1
"626","西班牙文",1
"627","要學",1
"628","要花",1
"629","見文",1
"630","見識",1
"631","規律",1
"632","親疏",1
"633","角落",1
"634","解析",1
"635","解決",1
"636","解謎",1
"637","解讀",1
"638","解開",1
"639","解題",1
"640","討論",1
"641","訓詁",1
"642","詞根",1
"643","詞法",1
"644","詞義",1
"645","試著",1
"646","該種",1
"647","認真",1
"648","語",1
"649","語彙",1
"650","語文學",1
"651","語法學",1
"652","語法結構",1
"653","語義",1
"654","語義學",1
"655","語言所",1
"656","說文",1
"657","說理",1
"658","課",1
"659","課程",1
"660","諸如",1
"661","諸如此類",1
"662","講同",1
"663","讀音",1
"664","資本",1
"665","資訊",1
"666","起源",1
"667","跳得",1
"668","輕鬆",1
"669","追朔",1
"670","追本溯源",1
"671","這是",1
"672","這種",1
"673","這部",1
"674","通常",1
"675","造詣",1
"676","連接詞",1
"677","進一步",1
"678","進步",1
"679","遠古",1
"680","遵循",1
"681","選修",1
"682","還蠻",1
"683","邏輯思維",1
"684","部件",1
"685","部分",1
"686","重新",1
"687","重要",1
"688","野獸",1
"689","針對",1
"690","鑽研",1
"691","開使",1
"692","開放式",1
"693","開發",1
"694","關心",1
"695","關連",1
"696","雙語學校",1
"697","難",1
"698","非",1
"699","革新",1
"700","韓語",1
"701","音",1
"702","音系學",1
"703","音義",1
"704","順序",1
"705","頗析",1
"706","頭腦",1
"707","題目",1
"708","類別",1
"709","顯現",1
"710","風格",1
"711","養成",1
"712","體系",1
"713","高一",1
"714","高中",1
"715","高度",1
"716","高等",1
"717","黃金",1
