"","cleanseg2019","Freq"
"322","內涵",1
"323","全人類",1
"324","全貌",1
"325","全面",1
"326","兩種",1
"327","再",1
"328","出現",1
"329","分解",1
"330","分類",1
"331","切入",1
"332","初選",1
"333","判斷",1
"334","利器",1
"335","到字",1
"336","則是",1
"337","前人",1
"338","創新",1
"339","劃分",1
"340","力",1
"341","加以分析",1
"342","加速",1
"343","動作",1
"344","勤苦",1
"345","包羅萬象",1
"346","化",1
"347","博大精深",1
"348","占有",1
"349","卻",1
"350","去年",1
"351","參加",1
"352","反映",1
"353","口語",1
"354","口音",1
"355","古今",1
"356","古代",1
"357","古文字",1
"358","古老",1
"359","句型",1
"360","句式",1
"361","只將",1
"362","只能",1
"363","可怕",1
"364","可稱",1
"365","台灣",1
"366","史地",1
"367","各國",1
"368","各項",1
"369","同中有異",1
"370","含有",1
"371","含義",1
"372","周遭",1
"373","品嚐",1
"374","哲學",1
"375","問題",1
"376","喜愛",1
"377","單一",1
"378","嘗試",1
"379","嚴謹",1
"380","回答",1
"381","因紐",1
"382","國手",1
"383","國籍",1
"384","國際",1
"385","圖像",1
"386","圖形",1
"387","在家",1
"388","在生活上",1
"389","地位",1
"390","地理",1
"391","地緣",1
"392","埃及",1
"393","培訓",1
"394","增加",1
"395","多個",1
"396","多種不同",1
"397","大腦",1
"398","大自然",1
"399","大部分",1
"400","天氣",1
"401","太",1
"402","套用",1
"403","奧",1
"404","奧林匹",1
"405","奧林匹亞",1
"406","奧秘",1
"407","女兒",1
"408","好多",1
"409","好比",1
"410","如果說",1
"411","嬰兒",1
"412","字彙",1
"413","字義",1
"414","字謎",1
"415","學來",1
"416","學到",1
"417","官網",1
"418","寒冷",1
"419","對雪",1
"420","導致",1
"421","小",1
"422","小學",1
"423","小船",1
"424","少見",1
"425","就夠",1
"426","居住",1
"427","展現出",1
"428","已知",1
"429","希伯來文",1
"430","帶來",1
"431","帶有",1
"432","常處",1
"433","平常",1
"434","年語",1
"435","幸運",1
"436","幾個",1
"437","廣大",1
"438","建構",1
"439","強調",1
"440","彙",1
"441","形塑",1
"442","形容",1
"443","影片",1
"444","很酷",1
"445","後人",1
"446","得知",1
"447","從眾",1
"448","德國人",1
"449","心情",1
"450","心意",1
"451","心有靈犀",1
"452","心理",1
"453","必教",1
"454","思想",1
"455","思維",1
"456","思考力",1
"457","性",1
"458","性質",1
"459","息息相關",1
"460","情意",1
"461","情感",1
"462","想要",1
"463","意涵",1
"464","愛",1
"465","感到",1
"466","感覺",1
"467","應",1
"468","成功",1
"469","所中",1
"470","手選",1
"471","找尋",1
"472","承載",1
"473","抓住",1
"474","抽象概念",1
"475","拼圖",1
"476","拼音",1
"477","持續",1
"478","挑戰",1
"479","掌握",1
"480","接受",1
"481","推敲",1
"482","推演",1
"483","推論",1
"484","推進",1
"485","提供",1
"486","揭秘",1
"487","搭起",1
"488","摸索",1
"489","改良",1
"490","故事",1
"491","故用",1
"492","教育",1
"493","整",1
"494","整個",1
"495","文",1
"496","文則",1
"497","文化背景",1
"498","文學",1
"499","文獻",1
"500","新",1
"501","日文",1
"502","日本",1
"503","明白",1
"504","是否",1
"505","更好",1
"506","更是",1
"507","曾經",1
"508","最佳",1
"509","最早",1
"510","最能",1
"511","會因",1
"512","會話",1
"513","有時",1
"514","有時候",1
"515","未來",1
"516","本質",1
"517","根源",1
"518","概念",1
"519","概略",1
"520","模型",1
"521","模樣",1
"522","模組化",1
"523","樣貌",1
"524","機制",1
"525","機會",1
"526","檢視",1
"527","歐洲人",1
"528","正是",1
"529","正給",1
"530","歸類",1
"531","段",1
"532","每種",1
"533","比例",1
"534","毛利語",1
"535","民族",1
"536","汪汪",1
"537","汪洋",1
"538","沈澱",1
"539","法學",1
"540","法文",1
"541","注意",1
"542","流變",1
"543","深入",1
"544","深入探討",1
"545","深入研究",1
"546","源頭",1
"547","演化",1
"548","演變成",1
"549","漸漸",1
"550","無",1
"551","無數",1
"552","熟悉",1
"553","熱愛",1
"554","燒腦",1
"555","物種",1
"556","特人",1
"557","特別",1
"558","特徵",1
"559","特有",1
"560","特色",1
"561","狀態",1
"562","狀聲",1
"563","狗叫聲",1
"564","獨特性",1
"565","珊瑚",1
"566","現實生活",1
"567","現行",1
"568","理所當然",1
"569","理論",1
"570","琉球",1
"571","甚",1
"572","生存環境",1
"573","生成",1
"574","生物",1
"575","用以",1
"576","用意",1
"577","用於",1
"578","由來",1
"579","略懂",1
"580","異中",1
"581","異曲同工",1
"582","發聲",1
"583","發見",1
"584","皆",1
"585","相似",1
"586","相當",1
"587","看見",1
"588","研究所",1
"589","社會學",1
"590","祖先",1
"591","神奇",1
"592","神祕",1
"593","科技",1
"594","種族",1
"595","種類",1
"596","空間",1
"597","符號學",1
"598","答案",1
"599","算是",1
"600","範例",1
"601","範疇",1
"602","簡介",1
"603","粗淺",1
"604","精確度",1
"605","系統化",1
"606","純樸",1
"607","素養",1
"608","細微",1
"609","細心",1
"610","細緻",1
"611","結晶",1
"612","經驗",1
"613","線索",1
"614","練習",1
"615","美食家",1
"616","美麗",1
"617","群體",1
"618","習以",1
"619","習得",1
"620","翻譯成",1
"621","考題",1
"622","而來",1
"623","耳朵",1
"624","聽",1
"625","聽說讀寫",1
"626","背景",1
"627","腦神經",1
"628","自我",1
"629","自我感覺",1
"630","至今",1
"631","興奮不已",1
"632","舌",1
"633","英文字",1
"634","莫名其妙",1
"635","藉",1
"636","藏",1
"637","蘊含",1
"638","蘊藏",1
"639","處",1
"640","表現",1
"641","表達方式",1
"642","複雜",1
"643","要求",1
"644","規則化",1
"645","觀察力",1
"646","解",1
"647","解碼",1
"648","訓營",1
"649","訓練",1
"650","許多種",1
"651","詞句",1
"652","詞義",1
"653","試試看",1
"654","該國",1
"655","認知",1
"656","語句",1
"657","語奧",1
"658","語文學",1
"659","語氣",1
"660","語源",1
"661","語言所",1
"662","課本",1
"663","講話",1
"664","譯",1
"665","讀寫",1
"666","變造",1
"667","變遷",1
"668","象形文字",1
"669","象徵",1
"670","資訊",1
"671","走到",1
"672","跨",1
"673","路徑",1
"674","身處",1
"675","較大",1
"676","較少",1
"677","追溯",1
"678","逐漸",1
"679","途徑",1
"680","這套",1
"681","這種",1
"682","這門",1
"683","這項",1
"684","這題",1
"685","造就",1
"686","進步",1
"687","運作",1
"688","遍佈",1
"689","道理",1
"690","還推",1
"691","還要",1
"692","邏輯性",1
"693","部分",1
"694","重點",1
"695","長時間",1
"696","門將",1
"697","關連",1
"698","阿爾泰",1
"699","隔離",1
"700","隨便",1
"701","隱藏",1
"702","雅",1
"703","雙語",1
"704","難但",1
"705","電腦程式",1
"706","需",1
"707","需強",1
"708","面向",1
"709","音韻學",1
"710","項目",1
"711","須要",1
"712","領略",1
"713","類似",1
"714","類推",1
"715","體現",1
"716","高年級",1
"717","高深",1
"718","麽",1
