"","cleanseg2016","Freq"
"147","意思",2
"148","抽象",2
"149","教授",2
"150","整理",2
"151","數學",2
"152","時期",2
"153","曾",2
"154","有所",2
"155","有著",2
"156","本能",2
"157","本質",2
"158","根本",2
"159","每天",2
"160","每種",2
"161","民族",2
"162","深入",2
"163","無所不在",2
"164","特質",2
"165","現今",2
"166","理性",2
"167","產生",2
"168","略懂",2
"169","目標",2
"170","相似",2
"171","相異",2
"172","相關",2
"173","科技",2
"174","結晶",2
"175","翻譯",2
"176","脈絡",2
"177","自我",2
"178","英文",2
"179","藝術",2
"180","角度",2
"181","解析",2
"182","詞意",2
"183","詞語",2
"184","試圖",2
"185","語文",2
"186","語義",2
"187","諸多",2
"188","讀過",2
"189","起源",2
"190","進一步",2
"191","運用",2
"192","那種",2
"193","部分",2
"194","重建",2
"195","重要",2
"196","陌生",2
"197","限於",2
"198","需",2
"199","2014",1
"200","6000",1
"201","一位",1
"202","一個個",1
"203","一句",1
"204","一場",1
"205","一套",1
"206","一定",1
"207","一段",1
"208","一輩子",1
"209","一面",1
"210","一點",1
"211","上述",1
"212","下",1
"213","不可",1
"214","不太",1
"215","不敢",1
"216","不斷創新",1
"217","並可",1
"218","並與",1
"219","中國",1
"220","中心",1
"221","中經",1
"222","主詞",1
"223","之前",1
"224","事實上",1
"225","互動",1
"226","些微",1
"227","亦將",1
"228","人文",1
"229","人类",1
"230","人類學",1
"231","今",1
"232","代表",1
"233","以示",1
"234","企圖",1
"235","位置",1
"236","作用",1
"237","使",1
"238","來說",1
"239","便是",1
"240","俄",1
"241","保存",1
"242","保留",1
"243","保護",1
"244","值得",1
"245","偏向",1
"246","做",1
"247","傳遞",1
"248","僅是",1
"249","優秀",1
"250","充實",1
"251","充滿",1
"252","內容",1
"253","內涵",1
"254","內間",1
"255","全面",1
"256","兩種",1
"257","共同",1
"258","共通性",1
"259","具",1
"260","兼具",1
"261","出該",1
"262","分歧",1
"263","分辨",1
"264","分類",1
"265","利器",1
"266","則有",1
"267","劃分",1
"268","功能",1
"269","加以分析",1
"270","動腦",1
"271","動詞",1
"272","化",1
"273","十分",1
"274","卓越",1
"275","南轅北轍",1
"276","博大精深",1
"277","卻",1
"278","原理",1
"279","去將",1
"280","反",1
"281","反映",1
"282","发展",1
"283","取",1
"284","古到",1
"285","古希臘",1
"286","古文",1
"287","句法結構",1
"288","只",1
"289","可分",1
"290","可應",1
"291","可畫成",1
"292","台灣",1
"293","各式各樣",1
"294","各類",1
"295","合作",1
"296","同一",1
"297","同學",1
"298","哲學",1
"299","喪失",1
"300","單元",1
"301","單字",1
"302","嘗試",1
"303","嚴謹",1
"304","國家",1
"305","國語",1
"306","國際",1
"307","圖像",1
"308","圖形",1
"309","地方",1
"310","均衡",1
"311","型態",1
"312","填寫",1
"313","外國語文",1
"314","外語",1
"315","多種語言",1
"316","大部分",1
"317","天分",1
"318","失傳",1
"319","奠定",1
"320","奧妙",1
"321","奧林匹亞",1
"322","奧秘",1
"323","好奇心",1
"324","好幾個",1
"325","字",1
"326","字句",1
"327","字詞",1
"328","存在",1
"329","學則",1
"330","學會",1
"331","學校",1
"332","學過",1
"333","完",1
"334","完整",1
"335","宏觀",1
"336","定義",1
"337","密切相關",1
"338","實在",1
"339","實質",1
"340","寫",1
"341","專書",1
"342","專業",1
"343","尋找",1
"344","尋覓",1
"345","對應",1
"346","小學",1
"347","少許",1
"348","尚有",1
"349","尾",1
"350","屈折語",1
"351","工時",1
"352","差別",1
"353","已知",1
"354","巴別",1
"355","常會",1
"356","年",1
"357","幾種",1
"358","廣泛",1
"359","延续",1
"360","建構",1
"361","強大",1
"362","形式",1
"363","形態學",1
"364","很多很多",1
"365","很感興趣",1
"366","得以",1
"367","德文",1
"368","心理學",1
"369","志",1
"370","息息相關",1
"371","情感",1
"372","想像",1
"373","意涵",1
"374","感性",1
"375","懂",1
"376","成就",1
"377","我會",1
"378","所知",1
"379","手機",1
"380","找",1
"381","抱持",1
"382","押韻",1
"383","抽象化",1
"384","拆解",1
"385","拼出",1
"386","拼圖遊戲",1
"387","指",1
"388","掌握",1
"389","推估",1
"390","推出",1
"391","推測",1
"392","推理",1
"393","提供",1
"394","搜集",1
"395","擁有",1
"396","擅長",1
"397","擔任",1
"398","改變",1
"399","教學",1
"400","數多",1
"401","數據",1
"402","文則",1
"403","文化交流",1
"404","文學",1
"405","文明",1
"406","新興",1
"407","方便",1
"408","族群",1
"409","日常生活",1
"410","日文",1
"411","是不是",1
"412","是羅賽",1
"413","時才",1
"414","智力測驗",1
"415","智庫",1
"416","暫無",1
"417","暸解",1
"418","書本",1
"419","曾經",1
"420","最佳",1
"421","最好",1
"422","有如",1
"423","有極",1
"424","有點",1
"425","有點像",1
"426","未",1
"427","未來",1
"428","未知",1
"429","東西",1
"430","架構",1
"431","核心",1
"432","根基",1
"433","極富",1
"434","概念",1
"435","概括",1
"436","構句",1
"437","構成",1
"438","標準",1
"439","模式",1
"440","樹",1
"441","比較",1
"442","決定",1
"443","法",1
"444","洪流",1
"445","活動",1
"446","消失",1
"447","涵",1
"448","涵概",1
"449","深切",1
"450","深層",1
"451","淺",1
"452","清晰",1
"453","演变",1
"454","演進",1
"455","漢字",1
"456","漸趨",1
"457","潛在",1
"458","潛移默化",1
"459","潮流",1
"460","熱情",1
"461","物理學",1
"462","特別注意",1
"463","特徵",1
"464","特性",1
"465","獨特性",1
"466","現代科學",1
"467","現象",1
"468","生命",1
"469","生物",1
"470","生物學",1
"471","生理",1
"472","產物",1
"473","用來",1
"474","用學",1
"475","用於",1
"476","用法",1
"477","用語",1
"478","由來",1
"479","甲骨文",1
"480","當代",1
"481","當時",1
"482","發掘",1
"483","目的",1
"484","相當",1
"485","看不懂",1
"486","看出",1
"487","真正",1
"488","眾的",1
"489","短",1
"490","短語",1
"491","石碑",1
"492","研究所",1
"493","研究課題",1
"494","破解",1
"495","社會學",1
"496","神秘",1
"497","神經",1
"498","程式",1
"499","稍",1
"500","稍稍",1
"501","種",1
"502","積淀",1
"503","窺探",1
"504","第一次",1
"505","算是",1
"506","管理",1
"507","精通",1
"508","系統化",1
"509","約略",1
"510","細節",1
"511","組合",1
"512","組織",1
"513","組裝",1
"514","結合",1
"515","統一",1
"516","經史子集",1
"517","經由",1
"518","經過訓練",1
"519","群體",1
"520","義大利",1
"521","老師",1
"522","而生",1
"523","聲調",1
"524","聽過",1
"525","背後",1
"526","能夠",1
"527","腦袋",1
"528","腦部",1
"529","自稱",1
"530","與生俱來",1
"531","葡萄牙",1
"532","藏",1
"533","處",1
"534","處理",1
"535","衍生",1
"536","表單",1
"537","表現",1
"538","表達",1
"539","裡",1
"540","裡頭",1
"541","複雜",1
"542","西班牙",1
"543","見證",1
"544","觀點",1
"545","解密",1
"546","解讀",1
"547","解鎖",1
"548","詞性",1
"549","詞法",1
"550","詮釋",1
"551","話",1
"552","話語",1
"553","認同",1
"554","認知",1
"555","語",1
"556","語句",1
"557","語料",1
"558","語用",1
"559","語義學",1
"560","語言學家",1
"561","語言表達",1
"562","說出",1
"563","課",1
"564","課堂",1
"565","課程",1
"566","諸",1
"567","證據",1
"568","讀",1
"569","變",1
"570","變化多端",1
"571","证明",1
"572","语言学",1
"573","資優班",1
"574","資料",1
"575","越學越",1
"576","趣味無窮",1
"577","跟讀",1
"578","跨",1
"579","跨越",1
"580","較大",1
"581","轉變",1
"582","辨識",1
"583","辭義",1
"584","透徹",1
"585","逐漸",1
"586","這項",1
"587","通常",1
"588","造字",1
"589","連結",1
"590","連通",1
"591","進步",1
"592","進行",1
"593","過去",1
"594","過是",1
"595","過的",1
"596","過程",1
"597","達到",1
"598","達成",1
"599","遠古",1
"600","選手",1
"601","還能",1
"602","那裡",1
"603","長時間",1
"604","閩南語",1
"605","關係密切",1
"606","阻礙",1
"607","阿拉伯文",1
"608","隨之",1
"609","集中",1
"610","零散",1
"611","需求",1
"612","靈魂",1
"613","非",1
"614","非深",1
"615","面向",1
"616","韓文",1
"617","音學",1
"618","音律",1
"619","須要",1
"620","類似",1
"621","風俗",1
"622","首字",1
"623","高中生",1
"624","龐大",1
